"name","iata_code","country_code"
"Fazenda Penedo Airport",NA,"BR"
"Fazenda Perdizes Airport",NA,"BR"
"Fazenda Periquitos Airport",NA,"BR"
"Fazenda Perobal Airport",NA,"BR"
"Fazenda Perto d`Água Heliport",NA,"BR"
"Fazenda Peturú Airport",NA,"BR"
"Fazenda Pião Airport",NA,"BR"
"Fazenda Pica-Pau Airport",NA,"BR"
"Fazenda Pingo D`Água Airport",NA,"BR"
"Fazenda Pioneira Airport",NA,"BR"
"Porto Alegre","PBX","BR"
"Fazenda Pirapitinga Airport",NA,"BR"
"Fazenda Pirapó Airport",NA,"BR"
"Fazenda Piratinga Airport",NA,"BR"
"Fazenda Piray Airport",NA,"BR"
"Fazenda Pison Airport",NA,"BR"
"Fazenda Planalto Airport",NA,"BR"
"Fazenda Planalto Airport",NA,"BR"
"Fazenda Planalto Airport",NA,"BR"
"Fazenda Planeste Airport",NA,"BR"
"Fazenda Planorte Airport",NA,"BR"
"Fazenda Planura Airport",NA,"BR"
"Fazenda Poleiro Grande Airport",NA,"BR"
"Fazenda Ponderosa Airport",NA,"BR"
"Fazenda Pontal do Lagoa Airport",NA,"BR"
"Fazenda Pontal Airport",NA,"BR"
"Fazenda Pontal Airport",NA,"BR"
"Fazenda Pontal Airport",NA,"BR"
"Fazenda Pontal Airport",NA,"BR"
"Fazenda Pontão Airport",NA,"BR"
"Fazenda Ponte Funda Airport",NA,"BR"
"Fazenda Ponte de Pedra Airport",NA,"BR"
"Fazenda Ponte Preta Airport",NA,"BR"
"Fazenda Ponte Quinhá Airport",NA,"BR"
"Fazenda Ponto de Apoio Airport",NA,"BR"
"Fazenda Pôr do Sol",NA,"BR"
"Fazenda Porta do Amazônia Airport",NA,"BR"
"Fazenda Portela Airport",NA,"BR"
"Fazenda Porto do Campo Airport",NA,"BR"
"Fazenda Porto Oculto Airport",NA,"BR"
"Fazenda Porto Seguro Airport",NA,"BR"
"Fazenda Portobello Airport",NA,"BR"
"Fazenda Poruína Airport",NA,"BR"
"Fazenda Posses do Rio Grande Airport",NA,"BR"
"Fazenda Potrich Airport",NA,"BR"
"Fazenda Pouso Alegre Airport",NA,"BR"
"Fazenda Pouso Alegre Airport",NA,"BR"
"Fazenda Pouso Redondo Airport",NA,"BR"
"Fazenda Primavera do Terebinto Airport",NA,"BR"
"Fazenda Primavera I Airport",NA,"BR"
"Fazenda Primavera Airport",NA,"BR"
"FAZENDA PRIMAVERA",NA,"BR"
"Fazenda Primavera Airport",NA,"BR"
"Fazenda Primavera Airport",NA,"BR"
"Fazenda Primavera Airport",NA,"BR"
"Fazenda Primeiro de Maio Airport",NA,"BR"
"Fazenda Procomp I Airport",NA,"BR"
"Fazenda Procomp II Airport",NA,"BR"
"Fazenda Progresso Airport",NA,"BR"
"Fazenda Progresso Airport",NA,"BR"
"Fazenda Progresso Airport",NA,"BR"
"Fazenda Promissão Airport",NA,"BR"
"Fazenda Pupila Airport",NA,"BR"
"Fazenda Quatrilho Airport",NA,"BR"
"Fazenda Quatrirmãs Airport",NA,"BR"
"Fazenda Quatro Irmãos Airport",NA,"BR"
"Fazenda Quebracho Brasil Airport",NA,"BR"
"Fazenda Querência Airport",NA,"BR"
"Fazenda Querubim Airport",NA,"BR"
"Fazenda Quilombo Heliport",NA,"BR"
"Fazenda Ramalhete Airport",NA,"BR"
"Fazenda Rancho Alegre Airport",NA,"BR"
"Fazenda Rancho Alegre Airport",NA,"BR"
"Fazenda Rancho Belo Airport",NA,"BR"
"Fazenda Rancho do Planalto Airport",NA,"BR"
"Fazenda Rancho Esperança Airport",NA,"BR"
"Fazenda Rancho Estrela IV Airport",NA,"BR"
"Fazenda Rancho Estrela Airport",NA,"BR"
"Fazenda Rancho Grande Airport",NA,"BR"
"Fazenda Rancho Maria e Tereza Airport",NA,"BR"
"Fazenda Rancho Novo Airport",NA,"BR"
"Fazenda Real Airport",NA,"BR"
"Fazenda Reata Airport",NA,"BR"
"Fazenda Rebeca Airport",NA,"BR"
"Fazenda Rebojo Airport",NA,"BR"
"Fazenda Recanto da Cachoeira Airport",NA,"BR"
"Fazenda Recanto Feliz Airport",NA,"BR"
"Fazenda Recanto Airport",NA,"BR"
"Fazenda Recreio Airport",NA,"BR"
"Fazenda Recreio Airport",NA,"BR"
"Fazenda Recreio Airport",NA,"BR"
"Fazenda Redenção Airport",NA,"BR"
"Fazenda Regina Airport",NA,"BR"
"Fazenda Remanso do Pito Airport",NA,"BR"
"Fazenda Remanso Airport",NA,"BR"
"Fazenda Renascença Airport",NA,"BR"
"Fazenda Retiro Campanha Airport",NA,"BR"
"Fazenda Retiro da Cachoeira Airport",NA,"BR"
"Fazenda Retiro do Cervo I Airport",NA,"BR"
"Fazenda Retiro do Marimbondo Airport",NA,"BR"
"Fazenda Reunidas Airport",NA,"BR"
"Fazenda Reunidas Airport",NA,"BR"
"Fazenda Ribeirão Airport",NA,"BR"
"Fazenda Ribeirão Airport",NA,"BR"
"Fazenda Ribeirão Airport",NA,"BR"
"Fazenda Ribeirão Airport",NA,"BR"
"Fazenda Ribeiro do Céu Airport",NA,"BR"
"Fazenda Rio Alegre Airport",NA,"BR"
"Fazenda Rio Azul Airport",NA,"BR"
"Fazenda Rio Azul Airport",NA,"BR"
"Fazenda Rio Brilhante Airport",NA,"BR"
"Fazenda Rio Capim Airport",NA,"BR"
"Fazenda Rio das Pedras Airport",NA,"BR"
"Fazenda Rio do Fogo Airport",NA,"BR"
"Fazenda Rio dos Bugres Airport",NA,"BR"
"Fazenda Rio Dourado Airport",NA,"BR"
"Fazenda Rio Lages Airport",NA,"BR"
"Fazenda Rio Lagoa Airport",NA,"BR"
"Fazenda Rio Largo Airport",NA,"BR"
"Fazenda Rio liberdade Airport",NA,"BR"
"Fazenda Rio Negro Airport",NA,"BR"
"Fazenda Rio Pardo Airport",NA,"BR"
"Fazenda Rio Preto Airport",NA,"BR"
"Fazenda Rio Vermelho Airport",NA,"BR"
"Fazenda Roberta Airport",NA,"BR"
"Fazenda Rodoserv III Airport",NA,"BR"
"Fazenda Romaria Airport",NA,"BR"
"Fazenda Roncador I Airport",NA,"BR"
"Fazenda Roncador Airport",NA,"BR"
"Fazenda Rosa Mística Airport",NA,"BR"
"Fazenda Rosa - Paralelo 10 Airport",NA,"BR"
"Fazenda S.M. Airport",NA,"BR"
"Fazenda Sabiá Airport",NA,"BR"
"Fazenda Saco da Tapera Airport",NA,"BR"
"Fazenda Sagrado Coração de Jesus Airport",NA,"BR"
"Fazenda Salamanca Airport",NA,"BR"
"Fazenda Salto Bello II Airport",NA,"BR"
"Fazenda Salto de Bota Heliport",NA,"BR"
"Fazenda Salto Grande Airport",NA,"BR"
"Fazenda Salvação Airport",NA,"BR"
"Fazenda Samambaia Airport",NA,"BR"
"Fazenda Samaúma Airport",NA,"BR"
"Fazenda Samello Airport",NA,"BR"
"Fazenda Sanga Funda Airport",NA,"BR"
"Fazenda Sangrilá Airport",NA,"BR"
"Fazenda Sans Souci - Retiro Mutum Airport",NA,"BR"
"Fazenda Sans Souci - Sede Airport",NA,"BR"
"Fazenda Sansara Airport",NA,"BR"
"Fazenda Sant`Anna da Grama Heliport",NA,"BR"
"Fazenda Sant`anna do Apa Airport",NA,"BR"
"Fazenda Santa Ada Airport",NA,"BR"
"Fazenda Santa Adelaide Airport",NA,"BR"
"Fazenda Santa Adélia Airport",NA,"BR"
"Fazenda Santa Adélia Airport",NA,"BR"
"Fazenda Santa Adelina Airport",NA,"BR"
"Fazenda Santa Adriana Airport",NA,"BR"
"Fazenda Santa Alice Airport",NA,"BR"
"Fazenda Santa Ana Airport",NA,"BR"
"Fazenda Santa Ana Airport",NA,"BR"
"Fazenda Santa Ana Airport",NA,"BR"
"Fazenda Santa Cândida Airport",NA,"BR"
"Fazenda Santa Cecília Airport",NA,"BR"
"Fazenda Santa Clara Heliport",NA,"BR"
"Fazenda Santa Clara",NA,"BR"
"Fazenda Santa Cruz do Pessoê Airport",NA,"BR"
"Fazenda Santa Cruz Airport",NA,"BR"
"Fazenda Santa Cruz Airport",NA,"BR"
"Fazenda Santa Delfina Airport",NA,"BR"
"Fazenda Santa Dulcina Airport",NA,"BR"
"Fazenda Santa Edwiges Airport",NA,"BR"
"Fazenda Santa Elisa Airport",NA,"BR"
"Fazenda Santa Elza Airport",NA,"BR"
"Fazenda Santa Eulalia Airport",NA,"BR"
"Fazenda Santa Eulália Airport",NA,"BR"
"Fazenda Santa Eunice Airport",NA,"BR"
"Fazenda Santa Fé do Xingu Airport",NA,"BR"
"Fazenda Santa Fé Airport",NA,"BR"
"Fazenda Santa Fé Airport",NA,"BR"
"Fazenda Santa Fé Airport",NA,"BR"
"Fazenda Santa Feliciana Airport",NA,"BR"
"Fazenda Santa Genoveva Airport",NA,"BR"
"Fazenda Santa Gertrudes Heliport",NA,"BR"
"Fazenda Santa Gertrudes Airport",NA,"BR"
"Fazenda Santa Helena do Pindó Airport",NA,"BR"
"Fazenda Santa Helena Airport",NA,"BR"
"Fazenda Santa Helena Airport",NA,"BR"
"Fazenda Santa Helena Airport",NA,"BR"
"Fazenda Santa Helena Airport",NA,"BR"
"Fazenda Santa Ilídia Airport",NA,"BR"
"Fazenda Santa Inês Airport",NA,"BR"
"Fazenda Santa Inês Airport",NA,"BR"
"Fazenda Santa Inês Airport",NA,"BR"
"Fazenda Santa Irene Airport",NA,"BR"
"Fazenda Santa Izabel do Porto Seguro da Jaú Airport",NA,"BR"
"Fazenda Santa Izabel Airport",NA,"BR"
"Fazenda Santa Izabel Airport",NA,"BR"
"Fazenda Santa Josefa Airport",NA,"BR"
"Fazenda Santa Júlia Airport",NA,"BR"
"Fazenda Santa Júlia Airport",NA,"BR"
"Fazenda Santa Juliana Airport",NA,"BR"
"Fazenda Santa Julieta Airport",NA,"BR"
"Fazenda Santa Laura Airport",NA,"BR"
"Fazenda Santa Lídia Airport",NA,"BR"
"Fazenda Santa Lúcia Airport",NA,"BR"
"Fazenda Santa Lúcia Airport",NA,"BR"
"Fazenda Santa Lucia Airport",NA,"BR"
"Fazenda Santa Lucinha Airport",NA,"BR"
"Fazenda Santa Luíza Airport",NA,"BR"
"Fazenda Santa Luzia Airport",NA,"BR"
"Fazenda Santa Luzia Airport",NA,"BR"
"Fazenda Santa Luzia Airport",NA,"BR"
"Fazenda Santa Luzia Airport",NA,"BR"
"Fazenda Santa Luzia Airport",NA,"BR"
"Fazenda Santa Márcia Airport",NA,"BR"
"Fazenda Santa Maria Airport","0","BR"
"Fazenda Santa Maria da Mata Airport",NA,"BR"
"Fazenda Santa Maria do Guaporé Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Maria Airport",NA,"BR"
"Fazenda Santa Marina Airport",NA,"BR"
"Fazenda Santa Marina Airport",NA,"BR"
"Fazenda Santa Marta Airport",NA,"BR"
"Fazenda Santa Marta Airport",NA,"BR"
"Fazenda Santa Mônica Airport",NA,"BR"
"Fazenda Santa Mônica Airport",NA,"BR"
"Fazenda Santa Mônica Airport",NA,"BR"
"Fazenda Santa Mônica Airport",NA,"BR"
"Fazenda Santa Odila Airport",NA,"BR"
"Fazenda Santa Olinda Airport",NA,"BR"
"Fazenda Santa Paula Airport",NA,"BR"
"Fazenda Santa Rita de Cássia Airport",NA,"BR"
"Fazenda Santa Rita do Araguaia Airport",NA,"BR"
"Fazenda Santa Rita Airport",NA,"BR"
"Fazenda Santa Rita Airport",NA,"BR"
"Fazenda Santa Rita Airport",NA,"BR"
"Fazenda Santa Rita Airport",NA,"BR"
"Fazenda Santa Rita Airport",NA,"BR"
"Fazenda Santa Rosa Airport",NA,"BR"
"Fazenda Santa Rosa Airport",NA,"BR"
"Fazenda Santa Rosa Airport",NA,"BR"
"Fazenda Santa Rosa Airport",NA,"BR"
"Fazenda Santa Rosa Airport",NA,"BR"
"Fazenda Santa Rosa Airport",NA,"BR"
"Fazenda Santa Rosa",NA,"BR"
"Fazenda Santa Sílvia Airport",NA,"BR"
"Fazenda Santa Teresa Airport",NA,"BR"
"Fazenda Santa tereza Airport",NA,"BR"
"Fazenda Santa Terezinha da Barra Airport",NA,"BR"
"Fazenda Santa Terezinha Airport",NA,"BR"
"Fazenda Santa Terezinha Airport",NA,"BR"
"Fazenda Santa Terezinha Airport",NA,"BR"
"Fazenda Santa Terezinha Airport",NA,"BR"
"Fazenda Santa Vergínia Airport",NA,"BR"
"Fazenda Santa Virgínia Airport",NA,"BR"
"Fazenda Santa Vitória Heliport",NA,"BR"
"Fazenda Santa Zélia Heliport",NA,"BR"
"Fazenda Santana Airport",NA,"BR"
"Fazenda Santângelo Agropecuária Airport",NA,"BR"
"Fazenda Santiago de Compostela",NA,"BR"
"Fazenda Santíssima Trindade Airport",NA,"BR"
"Fazenda Santo Ambrósio Airport",NA,"BR"
"Fazenda Santo André Airport",NA,"BR"
"Fazenda Santo Ângelo Airport",NA,"BR"
"Fazenda Santo Ângelo Airport",NA,"BR"
"Fazenda Santo Antônio Diamandoré Airport",NA,"BR"
"Fazenda Santo Antônio do Paraíso Airport",NA,"BR"
"Fazenda Santo Antônio Airport",NA,"BR"
"Fazenda Santo Antônio Heliport",NA,"BR"
"Fazenda Santo Antônio Airport",NA,"BR"
"Fazenda Santo Antônio Airport",NA,"BR"
"Fazenda Santo Antônio Airport",NA,"BR"
"Fazenda Santo Antônio Airport",NA,"BR"
"Fazenda Santo Antônio Airport",NA,"BR"
"Fazenda Santo Antônio Airport",NA,"BR"
"Fazenda Santo Antônio - Zampieri Airport",NA,"BR"
"Fazenda Santo Inácio Airport",NA,"BR"
"Fazenda Santos Reis Airport",NA,"BR"
"Fazenda São Benedito Airport",NA,"BR"
"Fazenda São Bento do Bocajá Airport",NA,"BR"
"Fazenda São Caetano Airport",NA,"BR"
"Fazenda São Cristóvão Airport",NA,"BR"
"Fazenda São Domingos Airport",NA,"BR"
"Fazenda São Domingos Airport",NA,"BR"
"Fazenda São Francisco Airport","0","BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Heliport",NA,"BR"
"Fazenda São Francisco Heliport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Francisco Airport",NA,"BR"
"Fazenda São Gabriel Airport",NA,"BR"
"Fazenda São Geraldo Airport",NA,"BR"
"Fazenda São Geraldo Airport",NA,"BR"
"Fazenda São João Airport","0","BR"
"Fazenda São João do Guapore Airport",NA,"BR"
"Fazenda São João do Ibiporã Airport",NA,"BR"
"Fazenda São João do Jatobazinho Airport",NA,"BR"
"Fazenda São João do Monte Alto Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São João Airport",NA,"BR"
"Fazenda São Joaquim I Airport",NA,"BR"
"Fazenda São Joaquim O.B. Airport",NA,"BR"
"Fazenda São Joaquim Airport",NA,"BR"
"Fazenda São Joaquim Airport",NA,"BR"
"Fazenda São Joaquim Airport",NA,"BR"
"Fazenda São Jorge Airport",NA,"BR"
"Fazenda São José da Reunidas Airport",NA,"BR"
"Fazenda São José do Barreiro Airport",NA,"BR"
"Fazenda São José do Cangalha Airport",NA,"BR"
"Fazenda São José do Generoso Airport",NA,"BR"
"Fazenda São José do Parnaíba Airport",NA,"BR"
"Fazenda São José do Piquiri Airport",NA,"BR"
"Fazenda São José ""OB"" Airport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São José Heliport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São José Airport",NA,"BR"
"Fazenda São Judas Airport",NA,"BR"
"Fazenda São Lourenço Airport",NA,"BR"
"Fazenda São Lucas Airport",NA,"BR"
"Fazenda São Luiz Airport",NA,"BR"
"Fazenda São Marcelo Airport",NA,"BR"
"Fazenda São Marco Airport",NA,"BR"
"Fazenda São Marcos Airport",NA,"BR"
"Fazenda São Marcos Airport",NA,"BR"
"Fazenda Sao Marcus Airport (SJCM)",NA,"BR"
"Fazenda São Marcus Airport",NA,"BR"
"Fazenda São Mateus Airport",NA,"BR"
"Fazenda São Mateus Airport",NA,"BR"
"Fazenda São Matheus Airport",NA,"BR"
"Fazenda São Miguel da Catequese Airport",NA,"BR"
"Fazenda São Miguel Airport",NA,"BR"
"Fazenda São Miguel Airport",NA,"BR"
"Fazenda São Miguel Airport",NA,"BR"
"Fazenda São Nicolau Airport",NA,"BR"
"Fazenda São Paulino Airport",NA,"BR"
"Fazenda São Paulo Airport",NA,"BR"
"Fazenda São Paulo Airport",NA,"BR"
"Fazenda São Paulo Airport",NA,"BR"
"Fazenda São Paulo Airport",NA,"BR"
"Fazenda São Pedro Airport",NA,"BR"
"Fazenda São Quirino Heliport",NA,"BR"
"Fazenda São Rafael Airport",NA,"BR"
"Fazenda São Raimundo Airport",NA,"BR"
"Fazenda São Roberto Airport",NA,"BR"
"Fazenda São Roque do Vale do Rio Negro Airport",NA,"BR"
"Fazenda São Roque Airport",NA,"BR"
"Fazenda São Roque Airport",NA,"BR"
"Fazenda São Sebastião da Formosa Airport",NA,"BR"
"Fazenda São Sebastião do Castelo Airport",NA,"BR"
"Fazenda São Sebastião Airport",NA,"BR"
"Fazenda São Sebastião Airport",NA,"BR"
"Fazenda São Sebastião Airport",NA,"BR"
"Fazenda São Valentim Airport",NA,"BR"
"Fazenda São Vicente Airport",NA,"BR"
"Fazenda Sapezal Airport",NA,"BR"
"Fazenda Sapucaí Airport",NA,"BR"
"Fazenda Sassapão Airport",NA,"BR"
"Fazenda Scheffer Airport",NA,"BR"
"Fazenda Seis Palmas Airport",NA,"BR"
"Fazenda Seriema Airport",NA,"BR"
"Fazenda Serra Azul Airport",NA,"BR"
"Fazenda Serra Azul Airport",NA,"BR"
"Fazenda Serra do Cabral Airport",NA,"BR"
"Fazenda Serra Dourada Airport",NA,"BR"
"Fazenda Serra Dourada Airport",NA,"BR"
"Fazenda Serra Dourada Airport",NA,"BR"
"Fazenda Serra Grande Airport",NA,"BR"
"Fazenda Serrinha Airport",NA,"BR"
"Fazenda Serrito Airport",NA,"BR"
"Fazenda Sertãozinho Heliport",NA,"BR"
"Fazenda Sesmaria Heliport",NA,"BR"
"Fazenda Sete Estrelas Airport",NA,"BR"
"Fazenda Sete Ilhas Airport",NA,"BR"
"Fazenda Sete de Setembro Airport",NA,"BR"
"Fazenda Sete Airport",NA,"BR"
"Fazenda Sevilha Airport",NA,"BR"
"Fazenda Shangri-lá Airstrip",NA,"BR"
"Fazenda Shangri-lá Airport",NA,"BR"
"Fazenda Sibéria Airport",NA,"BR"
"Fazenda Silvana Airport",NA,"BR"
"Fazenda Simarelli Airport",NA,"BR"
"Fazenda Smith",NA,"BR"
"Fazenda Soberana Airport",NA,"BR"
"Fazenda Socôco Airport",NA,"BR"
"Fazenda Sol Nascente Airport",NA,"BR"
"Fazenda Sombra da Serra Airport",NA,"BR"
"Fazenda Sonho Dourado Airport",NA,"BR"
"Fazenda Sonora Estância Airport",NA,"BR"
"Fazenda Soroteca Airport",NA,"BR"
"Fazenda Sorriso Metálico Airport",NA,"BR"
"Fazenda Sorriso Airport",NA,"BR"
"Fazenda Sossego Airport",NA,"BR"
"Fazenda Soya Airport",NA,"BR"
"Fazenda Spartacus Airport",NA,"BR"
"Fazenda Sperafico Airport",NA,"BR"
"Fazenda Sto Antônio Guaporé - Sede Nova Airport",NA,"BR"
"Fazenda Sucuri Airport",NA,"BR"
"Fazenda Sucuri Airport",NA,"BR"
"Fazenda Suri Airport",NA,"BR"
"Fazenda Symalu Airport",NA,"BR"
"Fazenda Taboca Heliport",NA,"BR"
"Fazenda Tamara Airport",NA,"BR"
"Fazenda Tamboril Airport",NA,"BR"
"Fazenda Tangará Airport",NA,"BR"
"Fazenda Tapayuna Airport",NA,"BR"
"Fazenda Tapijara Airport",NA,"BR"
"Fazenda Taquaral Airport",NA,"BR"
"Fazenda Taquaruçu Retiro Airport",NA,"BR"
"Fazenda Taquarussu Airport",NA,"BR"
"Fazenda Tarumã Airport",NA,"BR"
"Fazenda Tatiana Airport",NA,"BR"
"Fazenda Tauá Airport",NA,"BR"
"Fazenda Táua Airport",NA,"BR"
"Fazenda Tempero Seco Airport",NA,"BR"
"Fazenda Teragro Airport",NA,"BR"
"Fazenda Terra Alta Airport",NA,"BR"
"Fazenda Terra do Sol Airport",NA,"BR"
"Fazenda Terra Forte Airport",NA,"BR"
"Fazenda Terra Prometida Airport",NA,"BR"
"Fazenda Thauá Airport",NA,"BR"
"Fazenda Tombador Airport",NA,"BR"
"Fazenda Tonga Airport",NA,"BR"
"Fazenda Torrão de Ouro Airport",NA,"BR"
"Fazenda Touro Branco Airport",NA,"BR"
"Fazenda Touro Peru Airport",NA,"BR"
"Fazenda Tracajá Airport",NA,"BR"
"Fazenda Travessão Airport",NA,"BR"
"Fazenda Treis Coringas Airport",NA,"BR"
"Fazenda Três Barras Airport","0","BR"
"Fazenda Três Barras Airport",NA,"BR"
"Fazenda Três Cerros Airport",NA,"BR"
"Fazenda Três Companheiros Airport",NA,"BR"
"Fazenda Três Minas Airport",NA,"BR"
"Fazenda Três Perobas Airport",NA,"BR"
"Fazenda Três Ranchos Airport",NA,"BR"
"Fazenda Três Unidos Airport",NA,"BR"
"Fazenda Trescinco Airport",NA,"BR"
"Santa Fe Do Sul","SFV","BR"
"Fazenda Triângulo Airport",NA,"BR"
"Fazenda Triângulo Airport",NA,"BR"
"Fazenda Triângulo Airport",NA,"BR"
"Fazenda Triunfo Rio Turvo Airport",NA,"BR"
"Fazenda Triunfo Airport",NA,"BR"
"Fazenda Tropical Airport",NA,"BR"
"Fazenda Tucano Airport",NA,"BR"
"Fazenda Tucunare","AZL","BR"
"Fazenda Tuiuiu Airport",NA,"BR"
"Fazenda Tuju Puitan Airport",NA,"BR"
"Fazenda Tupanciretan Airport",NA,"BR"
"Fazenda Turmalina Airport",NA,"BR"
"Fazenda Uberaba Airport",NA,"BR"
"Fazenda Uiapuru Airport",NA,"BR"
"Fazenda União de Iguatemi Airport",NA,"BR"
"Fazenda União Airport",NA,"BR"
"Fazenda União Airport",NA,"BR"
"Fazenda União Airport",NA,"BR"
"Fazenda União Airport",NA,"BR"
"Fazenda União Suzanópolis Airport",NA,"BR"
"Fazenda União Airport",NA,"BR"
"Fazenda Uruará Airport",NA,"BR"
"Fazenda Vaca Branca Airport",NA,"BR"
"Fazenda Vaca Branca Airport",NA,"BR"
"Fazenda Val Paraíso Airport",NA,"BR"
"Fazenda Vale da Serra Airport",NA,"BR"
"Fazenda Vale das Estrelas Heliport",NA,"BR"
"Fazenda Vale do Rio Celeste Airport",NA,"BR"
"Fazenda Vale do Rio Verde Airport",NA,"BR"
"Fazenda Vale Eldorado Airport",NA,"BR"
"Fazenda Vale Rico Airport",NA,"BR"
"Fazenda Vale Verde Airport",NA,"BR"
"Fazenda Vale Verde Airport",NA,"BR"
"Fazenda Valor Heliport",NA,"BR"
"Fazenda Vanguarda Airport",NA,"BR"
"Fazenda Vargem das Flores Airport",NA,"BR"
"Fazenda Varginha Airport",NA,"BR"
"Fazenda Varjadão Airport",NA,"BR"
"Fazenda Vassoural Airport","0","BR"
"Fazenda Ventura Airport",NA,"BR"
"Fazenda Vera Cruz Airport",NA,"BR"
"Fazenda Vera Cruz Airport",NA,"BR"
"Fazenda Vera Lúcia Airport",NA,"BR"
"Fazenda Vera Paz Airport",NA,"BR"
"Fazenda Veredão Airport",NA,"BR"
"Fazenda Vertente Airport",NA,"BR"
"Fazenda Viamão Airport",NA,"BR"
"Fazenda Vida Airport",NA,"BR"
"Fazenda Villa Terezinha Airport",NA,"BR"
"Fazenda Vinte de Maio Airport",NA,"BR"
"Fazenda Visa Estância Airport",NA,"BR"
"Fazenda Vista Alegre Airport",NA,"BR"
"Fazenda Vista Alegre Airport",NA,"BR"
"Fazenda Vista Alegre Airport",NA,"BR"
"Fazenda Vista Bonita Airport",NA,"BR"
"Fazenda Vitória do Ivinhema Airport",NA,"BR"
"Fazenda Vitória Airport",NA,"BR"
"Fazenda Vitória Airport",NA,"BR"
"Fazenda Vitória Airport",NA,"BR"
"Fazenda Vittória Airstrip",NA,"BR"
"Fazenda Vittória Airport",NA,"BR"
"Fazenda Vô Anízio Airport",NA,"BR"
"Fazenda Volta Grande Airport",NA,"BR"
"Fazenda VR Airport",NA,"BR"
"Fazenda W. Egídio III Airport",NA,"BR"
"Fazenda Xaimite Airport",NA,"BR"
"Fazenda Xerez Airport",NA,"BR"
"Fazenda Yanduy Airport",NA,"BR"
"Fazenda Ykaraí Airport",NA,"BR"
"Fazenda Yndiana Airport",NA,"BR"
"FazendaBola Sete Airport",NA,"BR"
"FazendaMorada do Sol Airport",NA,"BR"
"Fazendas Bergamini Heliport",NA,"BR"
"Fderik Airport","FGD","MR"
"La Fe de Apure Airport",NA,"VE"
"La Fe de Cojedes Airport",NA,"VE"
"Federação do Comércio do Estado de São Paulo Helipad",NA,"BR"
"Federação Paulista de Futevol Heliport",NA,"BR"
"Federation Hsd Airport",NA,"AU"
"Fedje Heliport, Høgden",NA,"NO"
"Fehrbellin Airfield",NA,"DE"
"Feijó Airport","FEJ","BR"
"Feijó Airport",NA,"BR"
"Feilding Airport",NA,"NZ"
"Feldkirchen Aerodrome",NA,"AT"
"Santa Lucia Air Force Base Num 1","NLU","MX"
"Felker Army Airfield","FAF","US"
"Fenland Airfield",NA,"GB"
"Fentress, Naval Auxiliary Landing Field",NA,"US"
"Fera/Maringe Airport","FRE","SB"
"Feramin Airport","FRQ","PG"
"Fergana International Airport","FEG","UZ"
"Fergus Falls Municipal/Einar Mickelson Field","FFM","US"
"Feringe",NA,"SE"
"Ferkessedougou Airport","FEK","CI"
"Fermano Airfield",NA,"IT"
"Fern Gully Heliport",NA,"NZ"
"Fernando João Pereira dos Santos Filho Airport",NA,"BR"
"Fernando de Noronha Airport","FEN","BR"
"Fernandópolis - Coronel Aviador Carlos Orleans Guimarães Airport",NA,"BR"
"Ferrara",NA,"IT"
"Ferretti Group do Brasil Heliport",NA,"BR"
"La Ferte-Alais",NA,"FR"
"La Ferte-Gaucher",NA,"FR"
"Fes Sefrou",NA,"MA"
"Feshiebridge Glider Field",NA,"GB"
"Festus Memorial Airport",NA,"US"
"Fetlar Airport","FEA","GB"
"Feurs-Chambeon",NA,"FR"
"Fianarantsoa Airport","WFI","MG"
"FIC Heliport",NA,"BR"
"Ficksburg Airport","FCB","ZA"
"Fiec Heliport",NA,"BR"
"Fife Airport",NA,"GB"
"Figari - Sud-Corse","FSC","FR"
"Figaro Heliport",NA,"BR"
"Figeac-Livernon",NA,"FR"
